Date,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,12:00:00 AM,12:15:00 AM,12:30:00 AM,12:45:00 AM,1:00:00 AM,1:15:00 AM,1:30:00 AM,1:45:00 AM,2:00:00 AM,2:15:00 AM,2:30:00 AM,2:45:00 AM,3:00:00 AM,3:15:00 AM,3:30:00 AM,3:45:00 AM,4:00:00 AM,4:15:00 AM,4:30:00 AM,4:45:00 AM,5:00:00 AM,5:15:00 AM,5:30:00 AM,5:45:00 AM,6:00:00 AM,6:15:00 AM,6:30:00 AM,6:45:00 AM,7:00:00 AM,7:15:00 AM,7:30:00 AM,7:45:00 AM,8:00:00 AM,8:15:00 AM,8:30:00 AM,8:45:00 AM,9:00:00 AM,9:15:00 AM,9:30:00 AM,9:45:00 AM,10:00:00 AM,10:15:00 AM,10:30:00 AM,10:45:00 AM,11:00:00 AM,11:15:00 AM,11:30:00 AM,11:45:00 AM,12:00:00 PM,12:15:00 PM,12:30:00 PM,12:45:00 PM,1:00:00 PM,1:15:00 PM,1:30:00 PM,1:45:00 PM,2:00:00 PM,2:15:00 PM,2:30:00 PM,2:45:00 PM,3:00:00 PM,3:15:00 PM,3:30:00 PM,3:45:00 PM,4:00:00 PM,4:15:00 PM,4:30:00 PM,4:45:00 PM,5:00:00 PM,5:15:00 PM,5:30:00 PM,5:45:00 PM,6:00:00 PM,6:15:00 PM,6:30:00 PM,6:45:00 PM,7:00:00 PM,7:15:00 PM,7:30:00 PM,7:45:00 PM,8:00:00 PM,8:15:00 PM,8:30:00 PM,8:45:00 PM,9:00:00 PM,9:15:00 PM,9:30:00 PM,9:45:00 PM,10:00:00 PM,10:15:00 PM,10:30:00 PM,10:45:00 PM,11:00:00 PM,11:15:00 PM,11:30:00 PM,11:45:00 PM
-0.6708203932499369,-0.8222974421577569,-1.161301814407281,-0.7866041169000426,-1.0681831752064588,-1.2498798919632899,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6708203932499369,-0.4296528873464478,-1.161301814407281,-0.8563411835079586,-1.1625045450968075,-0.9840131019890928,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6708203932499369,-0.495093646481666,-1.161301814407281,-0.8563411835079586,-0.8795404354257613,-0.9840131019890928,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6708203932499369,-0.38602571458963564,-1.161301814407281,-0.9260782501158747,-0.97386180531611,-0.9341630788689308,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6708203932499369,-0.25514419631919927,-0.694207044887607,-0.01949638421296577,0.06367326347772535,-0.3359628014269875,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6708203932499369,-0.538720819238478,-1.161301814407281,-0.7168670502921265,-1.0681831752064588,-1.0172464507358674,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6708203932499369,-0.6914159238873205,-1.161301814407281,-0.9958153167237909,-1.0681831752064588,-1.200029868843128,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6708203932499369,-0.5823479919952902,-0.849905301394165,-0.7866041169000426,-0.97386180531611,-0.9840131019890928,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6708203932499369,-0.38602571458963564,-1.161301814407281,-0.43791878386046224,-0.7852190655354127,-0.784613009508445,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6708203932499369,-0.7568566830225387,-1.161301814407281,-0.7866041169000426,-0.7852190655354127,-1.150179845722966,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6708203932499369,-0.516907232860072,-1.161301814407281,-0.9958153167237909,-1.3511472848775048,-1.1169464969761913,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6708203932499369,-0.516907232860072,-1.161301814407281,-0.9958153167237909,-1.1625045450968075,-1.0837131482294167,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6708203932499369,-0.4078393009680417,-1.161301814407281,-0.8563411835079586,-1.4454686547678535,-1.0172464507358674,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6708203932499369,-0.7568566830225387,-1.161301814407281,-0.7866041169000426,-1.0681831752064588,-1.200029868843128,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
